jq,jq_fuzz_execute,/src/jq/./tests/jq_fuzz_execute.cpp:10:0,11.276225977885803
jq,jq_fuzz_load_file,/src/jq/tests/jq_fuzz_load_file.c:7:0,3.6002217071450167
jq,jq_fuzz_parse,/src/jq/tests/jq_fuzz_parse.c:7:0,3.437066901852085
jq,jq_fuzz_compile,/src/jq/tests/jq_fuzz_compile.c:7:0,11.634879443702603
jq,jq_fuzz_fixed,/src/jq/./tests/jq_fuzz_fixed.cpp:263:0,13.75176304654443
jq,jq_fuzz_parse_stream,/src/jq/tests/jq_fuzz_parse_stream.c:7:0,3.371550963840242
jq,jq_fuzz_parse_extended,/src/jq/tests/jq_fuzz_parse_extended.c:7:56,6.390750163736208
karchive,karchive_fuzzer,/src/karchive_fuzzer.cc:38:0,7.379551045114428
kcodecs,kcodecs_fuzzer,/src/kcodecs_fuzzer.cc:46:0,4.943485972908265
kimageformats,kimgio_rgb_fuzzer,/src/kimgio_fuzzer.cc:50:0,NA
kimageformats,kimgio_heif_fuzzer,/src/kimgio_fuzzer.cc:50:0,NA
kimageformats,kimgio_kra_fuzzer,/src/kimgio_fuzzer.cc:50:0,NA
kimageformats,kimgio_pcx_fuzzer,/src/kimgio_fuzzer.cc:50:0,NA
kimageformats,kimgio_ora_fuzzer,/src/kimgio_fuzzer.cc:50:0,3.222988260658398
kimageformats,kimgio_exr_fuzzer,/src/kimgio_fuzzer.cc:50:0,3.8321432928777677
kimageformats,kimgio_avif_fuzzer,/src/kimgio_fuzzer.cc:50:0,4.657751637385742
kimageformats,kimgio_jxl_fuzzer,/src/kimgio_fuzzer.cc:50:0,4.9853372434017595
kimageformats,kimgio_pic_fuzzer,/src/kimgio_fuzzer.cc:50:0,1.7942150309239708
kimageformats,kimgio_ani_fuzzer,/src/kimgio_fuzzer.cc:50:0,1.7408341379730579
kimageformats,kimgio_psd_fuzzer,/src/kimgio_fuzzer.cc:50:0,2.8815647860741525
kimageformats,kimgio_ras_fuzzer,/src/kimgio_fuzzer.cc:50:0,1.8155451167180796
kimageformats,kimgio_qoi_fuzzer,/src/kimgio_fuzzer.cc:50:0,1.763119490251593
kimageformats,kimgio_tga_fuzzer,/src/kimgio_fuzzer.cc:50:0,1.7082962338128935
kimageformats,kimgio_hdr_fuzzer,/src/kimgio_fuzzer.cc:50:0,2.828248735882195
kimageformats,kimgio_raw_fuzzer,/src/kimgio_fuzzer.cc:50:0,4.582502105466378
kimageformats,kimgio_xcf_fuzzer,/src/kimgio_fuzzer.cc:50:0,3.1667710782094143
knot-dns,fuzz_zscanner,/src/knot-dns/tests-fuzz/fuzz_zscanner.c:22:0,67.51611912803193
knot-dns,fuzz_dname_from_str,/src/knot-dns/tests-fuzz/fuzz_dname_from_str.c:23:0,5.858310626702997
knot-dns,fuzz_dname_to_str,/src/knot-dns/tests-fuzz/fuzz_dname_to_str.c:20:0,7.5136612021857925
knot-dns,fuzz_packet,/src/knot-dns/tests-fuzz/fuzz_packet.c:22:0,1.8308586970862555
krb5,fuzz_pac,/src/krb5/src/tests/fuzzing/fuzz_pac.c:46:0,2.9177571134250235
krb5,fuzz_marshal_princ,/src/krb5/src/tests/fuzzing/fuzz_marshal_princ.c:48:0,2.9564878483338437
krb5,fuzz_marshal_cred,/src/krb5/src/tests/fuzzing/fuzz_marshal_cred.c:48:0,3.349015895993987
krb5,fuzz_util,/src/krb5/src/tests/fuzzing/fuzz_util.c:101:0,4.53182272575808
krb5,fuzz_krad,/src/krb5/src/tests/fuzzing/fuzz_krad.c:64:0,3.0562179645314256
krb5,fuzz_gss,/src/krb5/src/tests/fuzzing/fuzz_gss.c:48:0,5.113865376864168
krb5,fuzz_chpw,/src/krb5/src/tests/fuzzing/fuzz_chpw.c:46:1,3.162583518930958
krb5,fuzz_ndr,/src/krb5/src/tests/fuzzing/fuzz_ndr.c:47:0,21.22788761706556
krb5,fuzz_json,/src/krb5/src/tests/fuzzing/fuzz_json.c:49:0,32.61183261183261
krb5,fuzz_krb5_ticket,/src/krb5/src/tests/fuzzing/fuzz_krb5_ticket.c:48:1,3.5968819599109128
krb5,fuzz_profile,/src/krb5/src/tests/fuzzing/fuzz_profile.c:48:0,19.63302752293578
lame,fuzzer-encoder,/src/LAME-fuzzers/fuzzer-encoder.cpp:1039:0,39.26390701983408
lcms,cms_transform_all_fuzzer,/src/cms_transform_all_fuzzer.c:44:62,2.8027847797383267
lcms,cms_transform_fuzzer,/src/cms_transform_fuzzer.c:8:0,24.04919016196761
lcms,cmsIT8_load_fuzzer,/src/cmsIT8_load_fuzzer.c:24:0,3.8691446581893274
lcms,cms_devicelink_fuzzer,/src/cms_devicelink_fuzzer.c:16:62,7.366017784186493
lcms,cms_postscript_fuzzer,/src/cms_postscript_fuzzer.c:16:62,NA
lcms,cms_universal_transform_fuzzer,/src/cms_universal_transform_fuzzer.c:17:62,3.0870870870870872
lcms,cms_gdb_fuzzer,/src/cms_gdb_fuzzer.c:16:62,1.8044134177364965
lcms,cms_virtual_profile_fuzzer,/src/cms_virtual_profile_fuzzer.c:16:62,27.860994607549433
lcms,cms_dict_fuzzer,/src/cms_dict_fuzzer.c:34:62,NA
lcms,cms_md5_fuzzer,/src/cms_md5_fuzzer.c:16:0,5.038367735411338
lcms,cms_cie_cam02_fuzzer,/src/cms_cie_cam02_fuzzer.c:16:62,4.36243588987797
lcms,cms_profile_fuzzer,/src/cms_profile_fuzzer.c:32:62,11.437810647344152
lcms,cms_overwrite_transform_fuzzer,/src/cms_overwrite_transform_fuzzer.c:18:62,3.0870870870870872
